ride_id,rideable_type,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,year,start_time,end_time,date,month
F14D51B89C28239A,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,St Nicholas Ave & W 126 St,7756.1,40.82314837,-73.941837072,40.8114323,-73.9518776,member,2024,15:27:53.81,15:43:02.16,2024-01-12,1
C0B94F1345954A75,electric_bike,Butler St & Court St,4339.01,Dock St & Front St,4903.09,40.685105681,-73.994274259,40.702709,-73.99253,member,2024,09:02:57.63,09:13:42.52,2024-01-09,1
8C9510DC30F25AE9,electric_bike,Columbia St & Kane St,4422.05,Dock St & Front St,4903.09,40.687755704,-74.001601577,40.702709,-73.99253,casual,2024,13:17:55.72,13:25:12.00,2024-01-10,1
B4117B06A532EB57,electric_bike,Madison Ave & E 99 St,7443.01,Broadway & W 142 St,7981.16,40.789661407,-73.952471614,40.824686,-73.951947,member,2024,18:09:22.72,18:23:21.34,2024-01-01,1
4436A3AEBEE9DA13,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,E 138 St & 5 Ave,7809.13,40.823112488,-73.941866636,40.81449,-73.936153,member,2024,15:37:39.78,15:44:02.13,2024-01-11,1
72718D2CD66FA369,electric_bike,W 54 St & 6 Ave,6771.13,Adam Clayton Powell Blvd & W 118 St,7670.09,40.761470199,-73.977223516,40.804372,-73.951475,member,2024,16:04:05.90,16:18:38.81,2024-01-10,1
89A40C91D41F611A,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,Broadway & W 142 St,7981.16,40.823179483,-73.941446424,40.824686,-73.951947,member,2024,13:07:55.37,13:12:39.07,2024-01-03,1
7481C0DA43AD9CDF,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,Broadway & W 142 St,7981.16,40.82308042,-73.941961288,40.824686,-73.951947,member,2024,08:23:18.32,08:27:04.19,2024-01-02,1
D8D6841FEBACDCE5,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,Broadway & W 142 St,7981.16,40.823061,-73.941928,40.824686,-73.951947,member,2024,15:09:48.46,15:13:48.06,2024-01-10,1
858BC46AED23DC0D,electric_bike,E 11 St & Ave B,5659.11,E 74 St & 1 Ave,6953.08,40.727648973,-73.97951901,40.7689738,-73.95482273,member,2024,18:09:13.46,18:28:04.30,2024-01-11,1
58F39536036FB9A4,classic_bike,Frederick Douglass Blvd & W 145 St,7954.12,St Nicholas Ave & W 126 St,7756.1,40.823061,-73.941928,40.8114323,-73.9518776,member,2024,14:15:52.16,14:23:35.52,2024-01-15,1
B57276D1134D4D6B,electric_bike,Madison Ave & E 99 St,7443.01,St Nicholas Ave & W 126 St,7756.1,40.789943576,-73.952368975,40.8114323,-73.9518776,member,2024,16:46:58.51,16:57:37.10,2024-01-22,1
43278CDF7BE3BEEA,electric_bike,Madison Ave & E 99 St,7443.01,,,40.789664984,-73.952226996,40.75,-73.99,member,2024,08:50:09.12,10:03:07.70,2024-01-11,1
9E450CF6D01456E0,electric_bike,Madison Ave & E 99 St,7443.01,E 74 St & 1 Ave,6953.08,40.789729714,-73.952231884,40.7689738,-73.95482273,member,2024,16:55:00.51,17:05:28.51,2024-01-24,1
0A54C136CA73E67F,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,W 148 St & Amsterdam Ave,8033.09,40.823125243,-73.941962361,40.827075,-73.945909,member,2024,21:36:49.99,21:48:14.87,2024-01-31,1
A5C642D506CA90AF,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,,,40.823226094,-73.941844106,40.83,-73.94,member,2024,17:07:14.15,18:51:10.91,2024-01-02,1
8C969F97E30D1DE5,electric_bike,Frederick Douglass Blvd & W 145 St,7954.12,St Nicholas Ave & W 126 St,7756.1,40.823124647,-73.941873789,40.8114323,-73.9518776,member,2024,09:09:09.01,09:15:59.09,2024-01-19,1
21A2AE1F29B69343,classic_bike,West End Ave & W 107 St,7650.05,E 74 St & 1 Ave,6953.08,40.8021174,-73.9681805305,40.7689738,-73.95482273,member,2024,21:45:06.20,22:12:03.99,2024-01-18,1
34842758B8D5CCAC,electric_bike,West End Ave & W 107 St,7650.05,Adam Clayton Powell Blvd & W 118 St,7670.09,40.802030325,-73.968161583,40.804372,-73.951475,member,2024,14:00:10.62,14:05:57.30,2024-01-15,1
